Season,Round,player_id,Player,squad_id,Team,Position,af_cost,sc_cost,minutes_played,SC,AF,matchId,TOG,CBA,KI,CBA_PERC,KI_PERC,TeamCBA,TeamKI,team.name,venue.name,result,sc_OwnershipTotal,sc_OwnershipTop1000,sc_OwnershipTop100,sc_OwnershipTop10,af_OwnershipTotal,af_OwnershipTop1000,af_OwnershipTop100,af_OwnershipTop10,af_magic_number,af_be,sc_magic_number,sc_be,next_opp,af_priced_at,sc_priced_at,Opposition,home_status
2025,8,CD_I1023261,Nick Daicos,40,COL,MID,1099000,645200,112,89,92,CD_M20250140805,86,28,0,97,0,29,11,Collingwood,MCG,L,55.361,80.5,87,100,49.36,83,83,80,9928.1245903607,107,5069.33636219184,168,Fremantle,110.695629370629,127.275042313632,Geelong Cats,home
2025,8,CD_I992468,Rowan Marshall,130,STK,RUC,910000,471000,104,112,91,CD_M20250140802,87,21,0,91,0,23,3,St Kilda,Marvel Stadium,W,2.73609,1,1,0,15.28,1.2,2,0,9928.1245903607,103,5069.33636219184,34,Carlton,91.6588013896931,92.9115699468703,Fremantle,home
2025,8,CD_I1004965,Tristan Xerri,100,NTH,RUC,1008000,629400,102,146,121,CD_M20250140801,85,20,0,91,0,22,11,North Melbourne,Marvel Stadium,L,52.6302,60.3,44,30,52.62,56.9,45,70,9928.1245903607,74,5069.33636219184,68,Brisbane Lions,101.52974923166,124.158263534098,Essendon,away
2025,8,CD_I998659,Luke Ryan,60,FRE,DEF,845000,466400,98,115,98,CD_M20250140802,82,0,6,0,60,23,10,Fremantle,Marvel Stadium,L,4.40248,0.7,1,0,2.83,0.5,1,0,9928.1245903607,81,5069.33636219184,83,Collingwood,85.1117441475722,92.0041533401705,St Kilda,away
2025,8,CD_I294305,Lachie Whitfield,1010,GWS,DEF,1160000,602900,99,111,107,CD_M20250140807,79,0,5,0,33,26,15,GWS GIANTS,SCG,L,22.2773,37.7,31,40,28.87,20.5,27,50,9928.1245903607,120,5069.33636219184,142,Geelong Cats,116.839790782466,118.930754821588,Sydney Swans,away
2025,8,CD_I1002232,Andrew Brayshaw,60,FRE,MID,1074000,654000,101,87,78,CD_M20250140802,84,12,0,52,0,23,10,Fremantle,Marvel Stadium,L,18.7619,78.5,91,80,16.81,70.8,78,90,9928.1245903607,119,5069.33636219184,143,Collingwood,108.177530431352,129.010969735145,St Kilda,away
2025,8,CD_I1009528,Tom Green,1010,GWS,MID,1019000,551400,102,101,102,CD_M20250140807,81,23,0,88,0,26,15,GWS GIANTS,SCG,L,2.83961,2.3,1,0,4.24,10.1,14,10,9928.1245903607,111,5069.33636219184,141,Geelong Cats,102.637712764942,108.771634116145,Sydney Swans,away
2025,8,CD_I1006094,Sam Walsh,30,CAR,MID,1013000,553900,97,81,76,CD_M20250140804,79,11,0,44,0,25,14,Carlton,Adelaide Oval,L,2.49614,1.1,0,0,4,2,3,0,9928.1245903607,128,5069.33636219184,137,St Kilda,102.033369019516,109.264795315438,Adelaide Crows,away
2025,8,CD_I1013128,Errol Gulden,160,SYD,MID,1113000,581900,,,,,,,,,,,,,,,0.444336,0,0,0,1.08,0,0,0,9928.1245903607,112,5069.33636219184,117,,112.105764776625,114.788200747524,,
2025,8,CD_I297907,Nic Newman,30,CAR,DEF,1052000,546800,,,,,,,,,,,,,,,0.0753832,0,0,0,0.29,0,0,0,9928.1245903607,106,5069.33636219184,110,,105.961603364788,107.864217509445,,
