Season,Round,player_id,Player,squad_id,Team,Position,af_cost,sc_cost,minutes_played,SC,AF,matchId,TOG,CBA,KI,CBA_PERC,KI_PERC,TeamCBA,TeamKI,team.name,Opposition,home_status,venue.name,result,sc_OwnershipTotal,sc_OwnershipTop1000,sc_OwnershipTop100,sc_OwnershipTop10,af_OwnershipTotal,af_OwnershipTop1000,af_OwnershipTop100,af_OwnershipTop10,af_magic_number,af_be,sc_magic_number,sc_be,next_opp,af_priced_at,sc_priced_at
2025,10,CD_I1023261,Nick Daicos,40,COL,MID,1024000,560800,104,95,88,CD_M20250141003,84,17,0,71,0,24,8,Collingwood,Adelaide,home,MCG,W,54.4275,70.9,76,50,49.98,81.8,75,80,9887.94100889329,139,5049.95419394135,162,North Melbourne,103.560488384691,111.050512234906
2025,10,CD_I992468,Rowan Marshall,130,STK,RUC,988000,544000,109,179,158,CD_M20250141009,85,28,0,88,0,32,12,St Kilda,West Coast Eagles,away,Optus Stadium,L,7.53284,30.9,23,30,26.46,39.1,33,50,9887.94100889329,46,5049.95419394135,41,Gold Coast Suns,99.9196899649163,107.723749386214
2025,10,CD_I1004965,Tristan Xerri,100,NTH,RUC,1108000,715500,116,150,155,CD_M20250141007,87,26,0,96,0,27,8,North Melbourne,Richmond,away,MCG,W,57.7424,95.4,96,100,56.91,88.3,85,80,9887.94100889329,70,5049.95419394135,89,Collingwood,112.055684697497,141.684453466611
2025,10,CD_I998659,Luke Ryan,60,FRE,DEF,897000,500100,112,91,78,CD_M20250141005,88,0,8,0,62,25,13,Fremantle,GWS Giants,away,ENGIE Stadium,W,5.13517,2.1,2,0,4.24,2.3,3,0,9887.94100889329,79,5049.95419394135,86,Port Adelaide,90.7165606260425,99.0306012280253
2025,10,CD_I294305,Lachie Whitfield,1010,GWS,DEF,1120000,584700,101,109,92,CD_M20250141005,79,0,6,0,35,25,17,GWS Giants,Fremantle,home,ENGIE Stadium,L,24.8882,45.5,47,60,31.24,21.5,25,30,9887.94100889329,138,5049.95419394135,122,Carlton,113.269284170755,115.783228430367
2025,10,CD_I1002232,Andrew Brayshaw,60,FRE,MID,1068000,636200,100,99,103,CD_M20250141005,79,18,0,72,0,25,13,Fremantle,GWS Giants,away,ENGIE Stadium,W,20.1694,81.7,88,90,16.96,76.3,84,90,9887.94100889329,114,5049.95419394135,125,Port Adelaide,108.01035311997,125.981340734393
2025,10,CD_I1009528,Tom Green,1010,GWS,MID,1028000,550700,107,112,78,CD_M20250141005,84,18,0,72,0,25,17,GWS Giants,Fremantle,home,ENGIE Stadium,L,4.12093,11.8,12,0,6.65,23.2,31,30,9887.94100889329,111,5049.95419394135,90,Carlton,103.965021542443,109.050494093728
2025,10,CD_I1006094,Sam Walsh,30,CAR,MID,940000,513700,106,86,81,CD_M20250141002,85,12,0,52,0,23,12,Carlton,Sydney Swans,away,SCG,L,2.39924,1,0,0,3.82,1.2,2,0,9887.94100889329,120,5049.95419394135,120,GWS Giants,95.065292071884,101.723694962681
2025,10,CD_I1013128,Errol Gulden,160,SYD,MID,1113000,581900,,,,,,,,,,,,,,,,,0.430553,0,0,0,1.07,0,0,0,9887.94100889329,113,5049.95419394135,118,,112.561351144688,115.228767955585
2025,10,CD_I297907,Nic Newman,30,CAR,DEF,1052000,546800,,,,,,,,,,,,,,,,,0.0734195,0,0,0,0.3,0,0,0,9887.94100889329,106,5049.95419394135,110,,106.39222048896,108.278209860996
