Season,Round,player_id,Player,squad_id,Team,Position,af_cost,sc_cost,minutes_played,SC,AF,matchId,TOG,CBA,KI,CBA_PERC,KI_PERC,TeamCBA,TeamKI,team.name,Opposition,home_status,venue.name,result,sc_OwnershipTotal,sc_OwnershipTop1000,sc_OwnershipTop100,sc_OwnershipTop10,af_OwnershipTotal,af_OwnershipTop1000,af_OwnershipTop100,af_OwnershipTop10,af_magic_number,af_be,sc_magic_number,sc_be,next_opp,af_priced_at,sc_priced_at
2025,12,CD_I1023261,Nick Daicos,40,COL,MID,1026000,535100,104,116,128,CD_M20250141202,86,25,0,89,0,28,7,Collingwood,Hawthorn,home,MCG,W,56.6232,89.7,93,100,50.85,84.6,84,70,9822.09450724358,85,5030.68595695122,96,Melbourne,104.458371810956,106.367204110727
2025,12,CD_I992468,Rowan Marshall,130,STK,RUC,1011000,547300,100,89,92,CD_M20250141206,83,19,0,83,0,23,21,St Kilda,Melbourne,away,TIO Traeger Park,W,8.7369,22.9,18,30,27.12,36.7,32,40,9822.09450724358,103,5030.68595695122,182,,102.931202632433,108.792320706038
2025,12,CD_I1004965,Tristan Xerri,100,NTH,RUC,1118000,731200,,,,,,,,,,,,,,,,,56.3649,94.8,94,100,55.07,83.7,80,80,9822.09450724358,109,5030.68595695122,160,,113.825009439229,145.347971679618
2025,12,CD_I998659,Luke Ryan,60,FRE,DEF,873000,504400,124,99,60,CD_M20250141203,97,0,4,0,40,24,10,Fremantle,Gold Coast Suns,away,People First Stadium,W,5.36875,2.9,7,10,4.22,1.3,2,0,9822.09450724358,111,5030.68595695122,97,,88.8812461900241,100.264656612691
2025,12,CD_I294305,Lachie Whitfield,1010,GWS,DEF,1044000,552700,108,116,119,CD_M20250141204,85,0,5,0,29,25,17,GWS Giants,Richmond,home,ENGIE Stadium,W,27.809,54.7,55,40,33.05,21.9,18,20,9822.09450724358,118,5030.68595695122,132,Port Adelaide,106.290974825183,109.865732969537
2025,12,CD_I1002232,Andrew Brayshaw,60,FRE,MID,1032000,599200,105,123,113,CD_M20250141203,82,21,0,88,0,24,10,Fremantle,Gold Coast Suns,away,People First Stadium,W,22.0935,79.3,80,100,17.88,76.9,89,90,9822.09450724358,107,5030.68595695122,138,,105.069239482365,119.109005238549
2025,12,CD_I1009528,Tom Green,1010,GWS,MID,995000,549000,107,115,112,CD_M20250141204,84,19,0,76,0,25,17,GWS Giants,Richmond,home,ENGIE Stadium,W,6.14582,25.1,30,30,8.22,26.2,35,40,9822.09450724358,106,5030.68595695122,117,Port Adelaide,101.302222175342,109.130246788991
2025,12,CD_I1006094,Sam Walsh,30,CAR,MID,908000,496000,,,,,,,,,,,,,,,,,2.09105,0.8,4,0,3.44,0.7,0,0,9822.09450724358,112,5030.68595695122,129,,92.4446409399105,98.5949042028047
2025,12,CD_I1013128,Errol Gulden,160,SYD,MID,1113000,581900,,,,,,,,,,,,,,,,,0.427775,0,0,0,1.06,0,0,0,9822.09450724358,113,5030.68595695122,118,,113.315953046388,115.670110394379
2025,12,CD_I297907,Nic Newman,30,CAR,DEF,1052000,546800,,,,,,,,,,,,,,,,,0.0727685,0,0,0,0.31,0,0,0,9822.09450724358,107,5030.68595695122,111,,107.105465053729,108.69293068164
2025,12,CD_I1009199,Noah Anderson,1000,GCS,MID,988000,594200,107,146,116,CD_M20250141203,84,21,0,88,0,24,9,Gold Coast Suns,Fremantle,home,People First Stadium,L,14.0573,32.2,31,30,6.78,11.3,14,0,9822.09450724358,75,5030.68595695122,95,Geelong Cats,100.589543225365,118.11510499457
2025,12,CD_I290528,Max Gawn,90,MEL,RUC,1213000,707400,104,110,107,CD_M20250141206,87,20,0,87,0,23,7,Melbourne,St Kilda,home,TIO Traeger Park,L,32.6491,75.6,85,80,33.88,71.6,82,80,9822.09450724358,131,5030.68595695122,159,Collingwood,123.497080903206,140.617006518274
2025,12,CD_I1023518,Harry Sheezel,100,NTH,DEF/MID,1036000,516800,,,,,,,,,,,,,,,,,55.1543,76.4,72,80,57.18,67,63,70,9822.09450724358,122,5030.68595695122,168,,105.476484596638,102.729529217761
2025,12,CD_I261224,Dayne Zorko,20,BRL,DEF,1087000,548700,107,66,90,CD_M20250141201,89,0,4,0,67,28,6,Brisbane Lions,Essendon,home,Gabba,W,28.0335,48.4,45,50,22.09,31.7,28,40,9822.09450724358,113,5030.68595695122,143,Adelaide,110.668859803615,109.070612774353
